case_id,record_id,person_id,from_account,to_account,device_id,vehicle_context,event_id,timestamp,amount,currency,synthetic,source,disposition
case-operation-echo,SYN-TXN-ECHO-0022,SYN-PER-ECHO-06,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:17:05Z,57.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0023,SYN-PER-ECHO-07,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:32:05Z,58.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0024,SYN-PER-ECHO-08,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:47:05Z,59.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0025,SYN-PER-ECHO-01,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:02:05Z,60.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0026,SYN-PER-ECHO-02,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:17:05Z,61.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0027,SYN-PER-ECHO-03,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:32:05Z,62.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0028,SYN-PER-ECHO-04,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:47:05Z,63.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0029,SYN-PER-ECHO-05,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:02:05Z,64.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0030,SYN-PER-ECHO-06,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:17:05Z,65.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0031,SYN-PER-ECHO-07,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-01,2031-03-01T00:03:05Z,66.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0032,SYN-PER-ECHO-08,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:18:05Z,67.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0033,SYN-PER-ECHO-01,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:33:05Z,68.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0034,SYN-PER-ECHO-02,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:48:05Z,69.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0035,SYN-PER-ECHO-03,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:03:05Z,70.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0036,SYN-PER-ECHO-04,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:18:05Z,71.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0037,SYN-PER-ECHO-05,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:33:05Z,72.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0038,SYN-PER-ECHO-06,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:48:05Z,73.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0039,SYN-PER-ECHO-07,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:03:05Z,74.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0040,SYN-PER-ECHO-08,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:18:05Z,75.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0041,SYN-PER-ECHO-01,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-01,2031-03-01T00:04:05Z,76.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0042,SYN-PER-ECHO-02,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:19:05Z,77.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0043,SYN-PER-ECHO-03,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:34:05Z,78.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0044,SYN-PER-ECHO-04,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:49:05Z,79.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0045,SYN-PER-ECHO-05,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:04:05Z,80.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0046,SYN-PER-ECHO-06,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:19:05Z,81.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0047,SYN-PER-ECHO-07,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:34:05Z,82.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0048,SYN-PER-ECHO-08,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:49:05Z,83.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0049,SYN-PER-ECHO-01,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:04:05Z,84.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0050,SYN-PER-ECHO-02,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:19:05Z,85.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0051,SYN-PER-ECHO-03,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-01,2031-03-01T00:05:05Z,86.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0052,SYN-PER-ECHO-04,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:20:05Z,87.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0053,SYN-PER-ECHO-05,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:35:05Z,88.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0054,SYN-PER-ECHO-06,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:50:05Z,89.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0055,SYN-PER-ECHO-07,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:05:05Z,10.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0056,SYN-PER-ECHO-08,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:20:05Z,11.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0057,SYN-PER-ECHO-01,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:35:05Z,12.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0058,SYN-PER-ECHO-02,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:50:05Z,13.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0059,SYN-PER-ECHO-03,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:05:05Z,14.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0060,SYN-PER-ECHO-04,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:20:05Z,15.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0061,SYN-PER-ECHO-05,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-01,2031-03-01T00:06:05Z,16.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0062,SYN-PER-ECHO-06,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:21:05Z,17.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0063,SYN-PER-ECHO-07,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:36:05Z,18.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0064,SYN-PER-ECHO-08,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:51:05Z,19.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0065,SYN-PER-ECHO-01,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:06:05Z,20.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0066,SYN-PER-ECHO-02,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:21:05Z,21.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0067,SYN-PER-ECHO-03,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:36:05Z,22.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0068,SYN-PER-ECHO-04,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:51:05Z,23.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0069,SYN-PER-ECHO-05,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:06:05Z,24.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0070,SYN-PER-ECHO-06,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:21:05Z,25.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0071,SYN-PER-ECHO-07,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-01,2031-03-01T00:07:05Z,26.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0072,SYN-PER-ECHO-08,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:22:05Z,27.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0073,SYN-PER-ECHO-01,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:37:05Z,28.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0074,SYN-PER-ECHO-02,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:52:05Z,29.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0075,SYN-PER-ECHO-03,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:07:05Z,30.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0076,SYN-PER-ECHO-04,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:22:05Z,31.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0077,SYN-PER-ECHO-05,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:37:05Z,32.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0078,SYN-PER-ECHO-06,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:52:05Z,33.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0079,SYN-PER-ECHO-07,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:07:05Z,34.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0080,SYN-PER-ECHO-08,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:22:05Z,35.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0081,SYN-PER-ECHO-01,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-01,2031-03-01T00:08:05Z,36.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0082,SYN-PER-ECHO-02,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-02,2031-03-01T00:23:05Z,37.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0083,SYN-PER-ECHO-03,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-03,2031-03-01T00:38:05Z,38.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0084,SYN-PER-ECHO-04,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-04,2031-03-01T00:53:05Z,39.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0085,SYN-PER-ECHO-05,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-01,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-05,2031-03-01T01:08:05Z,40.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0086,SYN-PER-ECHO-06,SYN-ACC-ECHO-01,SYN-ACC-ECHO-02,SYN-PHONE-ECHO-02,SYN-VEH-ECHO-01,SYN-EVENT-ECHO-06,2031-03-01T01:23:05Z,41.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0087,SYN-PER-ECHO-07,SYN-ACC-ECHO-02,SYN-ACC-ECHO-03,SYN-PHONE-ECHO-03,SYN-VEH-ECHO-02,SYN-EVENT-ECHO-07,2031-03-01T01:38:05Z,42.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0088,SYN-PER-ECHO-08,SYN-ACC-ECHO-03,SYN-ACC-ECHO-04,SYN-PHONE-ECHO-04,SYN-VEH-ECHO-03,SYN-EVENT-ECHO-08,2031-03-01T01:53:05Z,43.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0089,SYN-PER-ECHO-01,SYN-ACC-ECHO-04,SYN-ACC-ECHO-05,SYN-PHONE-ECHO-05,SYN-VEH-ECHO-04,SYN-EVENT-ECHO-09,2031-03-01T02:08:05Z,44.25,SYN,true,offline_authored_fixture,review_required
case-operation-echo,SYN-TXN-ECHO-0090,SYN-PER-ECHO-02,SYN-ACC-ECHO-05,SYN-ACC-ECHO-01,SYN-PHONE-ECHO-06,SYN-VEH-ECHO-05,SYN-EVENT-ECHO-10,2031-03-01T02:23:05Z,45.25,SYN,true,offline_authored_fixture,review_required
